Country/Region,Jan-1990,Feb-1990,Mar-1990,Apr-1990,May-1990,Jun-1990,Jul-1990,Aug-1990,Sep-1990,Oct-1990,Nov-1990,Dec-1990,Jan-1991,Feb-1991,Mar-1991,Apr-1991,May-1991,Jun-1991,Jul-1991,Aug-1991,Sep-1991,Oct-1991,Nov-1991,Dec-1991,Jan-1992,Feb-1992,Mar-1992,Apr-1992,May-1992,Jun-1992,Jul-1992,Aug-1992,Sep-1992,Oct-1992,Nov-1992,Dec-1992,Jan-1993,Feb-1993,Mar-1993,Apr-1993,May-1993,Jun-1993,Jul-1993,Aug-1993,Sep-1993,Oct-1993,Nov-1993,Dec-1993,Jan-1994,Feb-1994,Mar-1994,Apr-1994,May-1994,Jun-1994,Jul-1994,Aug-1994,Sep-1994,Oct-1994,Nov-1994,Dec-1994,Jan-1995,Feb-1995,Mar-1995,Apr-1995,May-1995,Jun-1995,Jul-1995,Aug-1995,Sep-1995,Oct-1995,Nov-1995,Dec-1995,Jan-1996,Feb-1996,Mar-1996,Apr-1996,May-1996,Jun-1996,Jul-1996,Aug-1996,Sep-1996,Oct-1996,Nov-1996,Dec-1996,Jan-1997,Feb-1997,Mar-1997,Apr-1997,May-1997,Jun-1997,Jul-1997,Aug-1997,Sep-1997,Oct-1997,Nov-1997,Dec-1997,Jan-1998,Feb-1998,Mar-1998,Apr-1998,May-1998,Jun-1998,Jul-1998,Aug-1998,Sep-1998,Oct-1998,Nov-1998,Dec-1998,Jan-1999,Feb-1999,Mar-1999,Apr-1999,May-1999,Jun-1999,Jul-1999,Aug-1999,Sep-1999,Oct-1999,Nov-1999,Dec-1999,Jan-2000,Feb-2000,Mar-2000,Apr-2000,May-2000,Jun-2000,Jul-2000,Aug-2000,Sep-2000,Oct-2000,Nov-2000,Dec-2000,Jan-2001,Feb-2001,Mar-2001,Apr-2001,May-2001,Jun-2001,Jul-2001,Aug-2001,Sep-2001,Oct-2001,Nov-2001,Dec-2001,Jan-2002,Feb-2002,Mar-2002,Apr-2002,May-2002,Jun-2002,Jul-2002,Aug-2002,Sep-2002,Oct-2002,Nov-2002,Dec-2002,Jan-2003,Feb-2003,Mar-2003,Apr-2003,May-2003,Jun-2003,Jul-2003,Aug-2003,Sep-2003,Oct-2003,Nov-2003,Dec-2003,Jan-2004,Feb-2004,Mar-2004,Apr-2004,May-2004,Jun-2004,Jul-2004,Aug-2004,Sep-2004,Oct-2004,Nov-2004,Dec-2004,Jan-2005,Feb-2005,Mar-2005,Apr-2005,May-2005,Jun-2005,Jul-2005,Aug-2005,Sep-2005,Oct-2005,Nov-2005,Dec-2005,Jan-2006,Feb-2006,Mar-2006,Apr-2006,May-2006,Jun-2006,Jul-2006,Aug-2006,Sep-2006,Oct-2006,Nov-2006,Dec-2006,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007,Nov-2007,Dec-2007,Jan-2008,Feb-2008,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009,Jun-2009,Jul-2009,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Jan-2012,Feb-2012,Mar-2012,Apr-2012,May-2012,Jun-2012,Jul-2012,Aug-2012,Sep-2012,Oct-2012,Nov-2012,Dec-2012,Jan-2013,Feb-2013,Mar-2013,Apr-2013,May-2013,Jun-2013,Jul-2013,Aug-2013,Sep-2013,Oct-2013,Nov-2013,Dec-2013,Jan-2014,Feb-2014,Mar-2014,Apr-2014,May-2014,Jun-2014,Jul-2014,Aug-2014,Sep-2014,Oct-2014,Nov-2014,Dec-2014,Jan-2015,Feb-2015,Mar-2015,Apr-2015,May-2015,Jun-2015,Jul-2015,Aug-2015,Sep-2015,Oct-2015,Nov-2015,Dec-2015,Jan-2016,Feb-2016,Mar-2016,Apr-2016,May-2016,Jun-2016,Jul-2016,Aug-2016,Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021,Jul-2021,Aug-2021,Sep-2021,Oct-2021,Nov-2021,Dec-2021
Austria,25877.0,20780.0,32661.0,31991.0,29744.0,25876.0,25884.0,21055.0,21013.0,23368.0,19233.0,11136.0,27040.0,20475.0,34348.0,32801.0,30744.0,29931.0,27211.0,20962.0,20269.0,25739.0,19475.0,14728.0,27562.0,24330.0,35316.0,42121.0,30566.0,29724.0,28942.0,18549.0,25064.0,27584.0,20359.0,9917.0,28161.0,22348.0,33698.0,36035.0,31641.0,25626.0,25110.0,18074.0,20829.0,20797.0,15161.0,7677.0,24775.0,20206.0,34345.0,28189.0,27806.0,28052.0,26566.0,18071.0,20948.0,19530.0,16574.0,8601.0,24838.0,19830.0,32821.0,28832.0,31292.0,28519.0,25132.0,17971.0,20324.0,21252.0,17739.0,11060.0,25922.0,21424.0,36175.0,39247.0,51258.0,20261.0,23085.0,18718.0,20646.0,22614.0,16846.0,11449.0,23940.0,21004.0,30568.0,32332.0,25561.0,26390.0,26493.0,18622.0,21720.0,21803.0,16319.0,10249.0,25363.0,22364.0,31631.0,32040.0,26471.0,25844.0,28238.0,20885.0,23875.0,25088.0,20999.0,13067.0,27257.0,18774.0,37410.0,35249.0,30117.0,31035.0,28819.0,22534.0,26419.0,22769.0,21385.0,12414.0,26975.0,23420.0,35192.0,32666.0,32672.0,27726.0,25701.0,23630.0,23217.0,23907.0,21040.0,13281.0,25885.0,21569.0,34067.0,31904.0,30468.0,27038.0,26594.0,20816.0,20590.0,23129.0,19813.0,11655.0,23291.0,20398.0,29666.0,30320.0,26295.0,25904.0,26260.0,18813.0,21402.0,24388.0,19338.0,13418.0,25016.0,20110.0,30052.0,31939.0,28503.0,27315.0,27970.0,20337.0,24459.0,26412.0,21151.0,16857.0,23929.0,19487.0,32200.0,33091.0,29570.0,31636.0,28271.0,20636.0,25109.0,24692.0,23775.0,18896.0,23424.0,18621.0,32549.0,34063.0,29705.0,32849.0,25881.0,21808.0,25375.0,23699.0,22240.0,17701.0,23448.0,19505.0,35046.0,30855.0,30659.0,29833.0,25403.0,23022.0,24274.0,25001.0,23873.0,17675.0,22430.0,20544.0,32345.0,29415.0,28523.0,31324.0,23615.0,21329.0,22016.0,25003.0,22870.0,18768.0,21884.0,21987.0,29907.0,31813.0,28364.0,34713.0,22695.0,18285.0,22509.0,25992.0,19836.0,15712.0,18992.0,18827.0,26477.0,35898.0,29732.0,36090.0,32694.0,22423.0,26542.0,26694.0,25612.0,19422.0,20882.0,21786.0,33270.0,31723.0,29057.0,32957.0,28977.0,24693.0,28115.0,28713.0,28024.0,20366.0,25584.0,26412.0,35869.0,33317.0,34393.0,32018.0,29307.0,25884.0,30755.0,28909.0,30339.0,23358.0,26826.0,24005.0,37933.0,32728.0,32398.0,33068.0,28268.0,24570.0,27094.0,26322.0,24377.0,18421.0,27761.0,21196.0,31067.0,30807.0,29094.0,31279.0,28543.0,23063.0,25301.0,26743.0,23350.0,20831.0,23990.0,27589.0,29702.0,29240.0,26986.0,29100.0,24772.0,21121.0,24863.0,26945.0,21619.0,17391.0,23427.0,20641.0,31086.0,29500.0,26517.0,30462.0,26917.0,22677.0,25966.0,25149.0,23381.0,22832.0,24019.0,22495.0,31941.0,31102.0,28462.0,33751.0,26882.0,23690.0,29836.0,26273.0,25491.0,25662.0,26352.0,25311.0,36830.0,30201.0,32426.0,35441.0,27731.0,26058.0,29528.0,28244.0,29547.0,25651.0,28568.0,26499.0,35407.0,31821.0,32551.0,38015.0,31476.0,34227.0,17194.0,22513.0,23604.0,19193.0,25257.0,23640.0,31958.0,31951.0,30574.0,32529.0,31428.0,29888.0,21047.0,25138.0,23271.0,22682.0,22959.0,21067.0,10654.0,11220.0,20211.0,26676.0,24784.0,20906.0,22162.0,24274.0,20055.0,23772.0,14133.0,19863.0,29526.0,22296.0,22503.0,26075.0,19902.0,17719.0,17864.0,14755.0,17519.0,17772.0
Belgium,49036.0,47698.0,51375.0,46637.0,40780.0,43018.0,32674.0,26509.0,40974.0,34705.0,34890.0,25210.0,47307.0,35942.0,47088.0,49475.0,42884.0,46213.0,41204.0,29535.0,31580.0,39322.0,29108.0,22467.0,51891.0,50055.0,46739.0,54960.0,57093.0,37218.0,33279.0,25603.0,28718.0,36350.0,26896.0,17392.0,41750.0,34569.0,43472.0,38976.0,28651.0,35209.0,31579.0,23747.0,26178.0,28856.0,24168.0,18254.0,42755.0,42312.0,50243.0,36755.0,34684.0,35219.0,24696.0,22387.0,25011.0,30211.0,23558.0,19517.0,41964.0,30760.0,38921.0,32638.0,33091.0,33864.0,25200.0,23272.0,25119.0,30009.0,27895.0,16135.0,42873.0,44396.0,45352.0,39997.0,36881.0,34255.0,32781.0,20870.0,25854.0,32635.0,24122.0,17343.0,44465.0,39124.0,39329.0,40771.0,32868.0,36696.0,31981.0,23391.0,29785.0,33737.0,24562.0,19531.0,47583.0,43530.0,45351.0,47778.0,37937.0,41586.0,36018.0,29352.0,31817.0,38960.0,31378.0,20839.0,58757.0,44727.0,54342.0,47331.0,39790.0,48116.0,37871.0,31062.0,34638.0,37765.0,32490.0,22732.0,57730.0,57736.0,62252.0,52294.0,51029.0,43113.0,36027.0,31175.0,31519.0,39632.0,32501.0,20196.0,57349.0,45711.0,49944.0,45105.0,45980.0,44156.0,40098.0,33024.0,30593.0,42206.0,33312.0,21205.0,55872.0,52611.0,52851.0,51858.0,40912.0,37632.0,34850.0,26145.0,31678.0,37702.0,27307.0,18151.0,50156.0,43513.0,48077.0,43326.0,37112.0,39839.0,35115.0,28817.0,34234.0,42291.0,30059.0,26257.0,47012.0,49700.0,60965.0,53261.0,38955.0,43378.0,31083.0,29651.0,33594.0,38868.0,33441.0,24849.0,50958.0,45171.0,51869.0,48036.0,41322.0,49041.0,32347.0,33109.0,35382.0,36720.0,35399.0,20734.0,58128.0,54554.0,64963.0,51147.0,50701.0,46118.0,35359.0,33018.0,34989.0,41492.0,34686.0,20986.0,55832.0,48856.0,59170.0,47713.0,46961.0,49977.0,39597.0,33882.0,36611.0,46150.0,36351.0,23695.0,56846.0,55941.0,57077.0,61703.0,48441.0,50689.0,39242.0,32954.0,37838.0,42998.0,30381.0,21837.0,47690.0,45904.0,50258.0,47641.0,37976.0,43736.0,35906.0,30085.0,35687.0,39726.0,35136.0,26449.0,49376.0,47584.0,64330.0,57309.0,47725.0,53872.0,39309.0,37540.0,36945.0,43570.0,40537.0,29243.0,53236.0,53135.0,63533.0,53300.0,54888.0,48353.0,34886.0,37788.0,41427.0,42462.0,40440.0,48763.0,44732.0,43716.0,59915.0,48326.0,40780.0,47647.0,36701.0,31256.0,33660.0,41846.0,35834.0,22324.0,50684.0,45400.0,53076.0,53036.0,44519.0,43158.0,34879.0,29829.0,34890.0,39490.0,32023.0,25081.0,49584.0,46140.0,52808.0,53319.0,42955.0,43018.0,35275.0,28613.0,36383.0,38115.0,29739.0,26990.0,47324.0,44504.0,55245.0,51423.0,40502.0,49426.0,36121.0,31252.0,36725.0,39474.0,36329.0,32741.0,44326.0,49707.0,56423.0,55022.0,48856.0,55272.0,34373.0,38655.0,41748.0,41969.0,39645.0,33523.0,51701.0,51942.0,61066.0,51132.0,51342.0,55119.0,36627.0,35517.0,40895.0,43500.0,39645.0,28072.0,56869.0,50257.0,58431.0,54602.0,54999.0,56211.0,42771.0,54437.0,27145.0,36894.0,33819.0,23197.0,51074.0,49919.0,54872.0,53498.0,51081.0,50044.0,45110.0,47936.0,35715.0,42713.0,34574.0,33467.0,51840.0,46775.0,28801.0,5296.0,34752.0,49141.0,44532.0,36387.0,36083.0,38703.0,29103.0,30078.0,37735.0,36536.0,44966.0,37192.0,34836.0,41126.0,27596.0,27026.0,26554.0,25045.0,24134.0,20377.0
Denmark,6648.0,6925.0,9808.0,8515.0,7980.0,7893.0,5853.0,6239.0,6897.0,6182.0,4642.0,3072.0,5454.0,5380.0,10400.0,8930.0,9258.0,7779.0,6661.0,6379.0,6296.0,7283.0,6113.0,3752.0,6778.0,7297.0,9772.0,9155.0,8629.0,7468.0,6997.0,6208.0,7089.0,6174.0,4648.0,3464.0,5623.0,4890.0,7864.0,8658.0,7378.0,7428.0,6748.0,6597.0,6720.0,7099.0,6790.0,6218.0,7769.0,9433.0,14278.0,13432.0,13118.0,16343.0,11464.0,10870.0,11430.0,11435.0,10675.0,9433.0,9658.0,12024.0,16006.0,12443.0,13279.0,13133.0,9883.0,9916.0,10301.0,10565.0,10246.0,8319.0,9400.0,10551.0,16496.0,14775.0,15454.0,12942.0,11058.0,10402.0,9836.0,12073.0,10539.0,8904.0,10163.0,12497.0,16658.0,15449.0,29580.0,8088.0,8112.0,9296.0,10085.0,11872.0,10490.0,9794.0,12055.0,12757.0,16755.0,15726.0,13085.0,21023.0,11953.0,11862.0,12344.0,11541.0,11790.0,11617.0,10364.0,12068.0,17021.0,13214.0,13191.0,14375.0,11385.0,9894.0,9956.0,9994.0,10197.0,12068.0,8535.0,9906.0,12541.0,10417.0,11906.0,10327.0,8678.0,8166.0,7787.0,7680.0,7367.0,9380.0,6226.0,7129.0,9310.0,9066.0,10089.0,10081.0,7292.0,7733.0,6696.0,7207.0,7464.0,7880.0,7075.0,8132.0,10241.0,10030.0,11890.0,11206.0,9190.0,8859.0,8755.0,9044.0,8159.0,9004.0,6693.0,6870.0,7951.0,7754.0,8940.0,8992.0,8083.0,7160.0,7922.0,8030.0,8258.0,9425.0,7645.0,7479.0,10420.0,10619.0,9954.0,12410.0,9235.0,9089.0,10422.0,10477.0,11345.0,12395.0,9950.0,9581.0,12421.0,13917.0,12924.0,14976.0,11729.0,11828.0,12434.0,11479.0,12437.0,13209.0,11187.0,10549.0,14176.0,13222.0,15617.0,16812.0,11374.0,11949.0,12076.0,12268.0,12403.0,12752.0,11481.0,10596.0,14083.0,11943.0,14033.0,14766.0,13082.0,13191.0,13243.0,14256.0,14999.0,13674.0,14391.0,12953.0,12246.0,16074.0,14575.0,15345.0,12974.0,11336.0,11993.0,11326.0,8327.0,8605.0,7784.0,7411.0,9819.0,9026.0,9310.0,11272.0,9075.0,7903.0,9766.0,9971.0,9062.0,11802.0,10658.0,8590.0,13935.0,11943.0,12958.0,15526.0,11659.0,11751.0,13533.0,13600.0,13962.0,15472.0,12375.0,11552.0,16760.0,13400.0,16545.0,17005.0,13053.0,12491.0,13806.0,12388.0,15028.0,15341.0,12871.0,14182.0,13680.0,12092.0,16688.0,14697.0,16709.0,13546.0,13905.0,15218.0,16318.0,10694.0,14735.0,12223.0,14925.0,15807.0,16609.0,17538.0,14291.0,14276.0,14540.0,16832.0,15872.0,14248.0,16255.0,14726.0,16771.0,16471.0,16831.0,17533.0,14239.0,14578.0,14373.0,16307.0,15126.0,15402.0,16010.0,13540.0,19596.0,16942.0,17036.0,21330.0,16228.0,16157.0,17760.0,16839.0,17106.0,18455.0,16412.0,16611.0,19142.0,19853.0,21121.0,23641.0,15697.0,17424.0,18452.0,17076.0,18058.0,19408.0,19513.0,17462.0,22773.0,17599.0,22272.0,23994.0,15195.0,15307.0,14353.0,18542.0,18070.0,16512.0,19900.0,17270.0,19766.0,18715.0,22553.0,22499.0,16447.0,20724.0,12004.0,16659.0,17907.0,13914.0,21282.0,18583.0,26307.0,16180.0,19054.0,20691.0,16696.0,18689.0,15949.0,18378.0,18115.0,15486.0,18671.0,15005.0,15184.0,10200.0,11432.0,17932.0,18956.0,17608.0,17197.0,15071.0,18167.0,22739.0,10257.0,9912.0,23733.0,15525.0,16824.0,20271.0,13402.0,15844.0,14222.0,12665.0,14958.0,17769.0
Germany,226265.0,234428.0,325963.0,290071.0,299364.0,272254.0,295892.0,251007.0,237534.0,335700.0,347185.0,234125.0,319748.0,342725.0,444576.0,442732.0,427935.0,430947.0,552865.0,165040.0,233290.0,293570.0,272966.0,232280.0,328666.0,316802.0,425922.0,401095.0,357968.0,356964.0,352270.0,230724.0,280111.0,301522.0,285730.0,291784.0,238246.0,238406.0,364211.0,339769.0,282038.0,286140.0,267233.0,210452.0,255602.0,252567.0,229204.0,230336.0,249211.0,243597.0,372668.0,288821.0,305228.0,303772.0,254177.0,199537.0,255486.0,246818.0,245965.0,243944.0,246560.0,241138.0,360744.0,297329.0,321607.0,326766.0,268387.0,216764.0,272191.0,267454.0,262242.0,232875.0,275607.0,266700.0,375378.0,336525.0,338790.0,316540.0,304859.0,228316.0,274624.0,285918.0,260066.0,232997.0,266069.0,259584.0,343427.0,350773.0,292660.0,344194.0,326394.0,243320.0,277608.0,308505.0,250689.0,264956.0,261646.0,280249.0,435821.0,299220.0,318830.0,343477.0,323079.0,256002.0,302567.0,327296.0,297152.0,290648.0,273341.0,269260.0,429896.0,368130.0,333676.0,363223.0,341045.0,262766.0,308979.0,292985.0,274378.0,284497.0,234310.0,273186.0,386127.0,275491.0,351647.0,292878.0,276542.0,251320.0,270393.0,259474.0,266114.0,240861.0,242242.0,236150.0,356024.0,295013.0,330325.0,302643.0,277252.0,256418.0,257918.0,284317.0,277242.0,226174.0,243400.0,233281.0,321840.0,304326.0,282632.0,308450.0,282560.0,244287.0,266005.0,281057.0,256564.0,228496.0,237778.0,230417.0,318659.0,287350.0,304953.0,299174.0,288084.0,228001.0,285208.0,269124.0,256205.0,231985.0,208212.0,224092.0,332962.0,297126.0,282562.0,311162.0,267620.0,220862.0,274538.0,281180.0,284761.0,281748.0,200419.0,218841.0,331538.0,309378.0,299992.0,336629.0,270936.0,246666.0,284172.0,288598.0,275217.0,256873.0,223108.0,215963.0,358072.0,284873.0,330102.0,323776.0,265845.0,244757.0,298179.0,293832.0,326038.0,303416.0,199686.0,183258.0,334592.0,264871.0,293484.0,301108.0,258639.0,239381.0,265473.0,281845.0,283921.0,241905.0,220742.0,228623.0,286549.0,317960.0,275259.0,304036.0,262534.0,214386.0,261384.0,258814.0,233772.0,225981.0,189385.0,277740.0,400965.0,379626.0,384578.0,427111.0,339976.0,275219.0,316166.0,321120.0,279725.0,215564.0,181189.0,194846.0,294374.0,259414.0,249708.0,289259.0,237428.0,200885.0,259748.0,256775.0,262262.0,230371.0,211056.0,224426.0,327921.0,266251.0,304543.0,288382.0,260907.0,237561.0,280689.0,258253.0,269144.0,244501.0,210195.0,224318.0,339123.0,274066.0,289977.0,296722.0,247860.0,226455.0,250082.0,259529.0,259846.0,204331.0,192090.0,200683.0,281184.0,284444.0,261316.0,282913.0,253146.0,214044.0,247199.0,265441.0,254651.0,215320.0,205996.0,209349.0,296408.0,274097.0,274804.0,277614.0,270249.0,213092.0,260062.0,275320.0,250082.0,229700.0,211337.0,223254.0,323039.0,291395.0,256385.0,313539.0,290196.0,226314.0,272479.0,278372.0,272377.0,247355.0,218365.0,250146.0,322913.0,315921.0,286931.0,339563.0,278866.0,245076.0,298002.0,262724.0,276567.0,256533.0,241399.0,243602.0,359683.0,290697.0,323952.0,327693.0,283080.0,253679.0,288035.0,272855.0,302636.0,253950.0,269429.0,261749.0,347433.0,314055.0,305057.0,341308.0,317848.0,316405.0,200134.0,252628.0,272674.0,237058.0,265702.0,268867.0,345523.0,310715.0,332962.0,325231.0,332788.0,313748.0,244622.0,284593.0,299127.0,283380.0,246300.0,239943.0,215119.0,120840.0,168148.0,220272.0,314938.0,251044.0,265227.0,274303.0,290150.0,311394.0,169754.0,194349.0,292349.0,229650.0,230635.0,274152.0,236393.0,193307.0,196972.0,178683.0,198258.0,227630.0
Greece,10437.0,6809.0,4672.0,13344.0,12536.0,9790.0,11624.0,10257.0,6052.0,10700.0,9772.0,9487.0,10977.0,10740.0,12853.0,15084.0,15594.0,14223.0,18672.0,14299.0,10991.0,14462.0,14819.0,15023.0,17558.0,14729.0,10355.0,20028.0,15235.0,17369.0,18901.0,14981.0,14954.0,18232.0,17496.0,19256.0,16456.0,16789.0,19237.0,15844.0,7223.0,7368.0,8515.0,6728.0,8997.0,13036.0,11222.0,16374.0,7552.0,8032.0,10360.0,12500.0,10500.0,10500.0,8500.0,7600.0,6800.0,7800.0,9400.0,10000.0,11839.0,8574.0,10268.0,12901.0,11171.0,11725.0,10995.0,8843.0,8426.0,11042.0,10059.0,9180.0,14036.0,10257.0,12437.0,14602.0,13907.0,11206.0,14852.0,9183.0,8942.0,11425.0,10968.0,8006.0,17457.0,11234.0,12315.0,17090.0,14721.0,14452.0,16363.0,10413.0,9951.0,13259.0,11461.0,11151.0,18486.0,14252.0,12300.0,22608.0,16501.0,15995.0,18826.0,11581.0,11268.0,12676.0,7677.0,17975.0,31024.0,17990.0,23591.0,24865.0,23176.0,24017.0,24916.0,16832.0,14094.0,20493.0,23886.0,16827.0,30515.0,25779.0,27460.0,27763.0,27989.0,27369.0,27398.0,21732.0,19846.0,20134.0,20006.0,14231.0,29440.0,22780.0,25033.0,25284.0,28780.0,27691.0,29251.0,21842.0,18331.0,20453.0,18851.0,12478.0,27021.0,21403.0,23348.0,29365.0,23403.0,23003.0,29109.0,19310.0,21154.0,21065.0,17655.0,12653.0,29858.0,20119.0,20176.0,23779.0,22736.0,24552.0,25938.0,18586.0,15385.0,23499.0,17834.0,14831.0,32006.0,22140.0,27231.0,28929.0,24528.0,31911.0,27595.0,19491.0,19782.0,20106.0,22003.0,13969.0,31742.0,20480.0,25616.0,26273.0,23733.0,25599.0,26379.0,20818.0,19418.0,18754.0,19145.0,11771.0,29792.0,21198.0,25069.0,23520.0,26427.0,26652.0,26643.0,19271.0,18355.0,19619.0,18520.0,12603.0,31685.0,19842.0,27786.0,22616.0,29251.0,28326.0,27868.0,21524.0,19369.0,21088.0,19976.0,10414.0,33583.0,23292.0,22396.0,28036.0,24739.0,26553.0,29046.0,19819.0,18825.0,19666.0,13402.0,7938.0,20247.0,15592.0,13373.0,14376.0,25997.0,23219.0,32627.0,22845.0,11956.0,11720.0,18091.0,9687.0,26585.0,13728.0,19053.0,12448.0,11928.0,14790.0,11539.0,7167.0,5994.0,7807.0,6771.0,3691.0,9747.0,6989.0,8531.0,10191.0,10076.0,9740.0,9940.0,7297.0,6718.0,5023.0,7890.0,5538.0,8451.0,3827.0,4901.0,4409.0,5314.0,5527.0,5757.0,3886.0,3463.0,5111.0,4164.0,3669.0,5533.0,4116.0,4493.0,5332.0,5242.0,5648.0,6462.0,3373.0,3814.0,4971.0,5464.0,4248.0,6385.0,4356.0,5866.0,5444.0,7459.0,7964.0,7627.0,3693.0,5055.0,6003.0,4983.0,6387.0,5848.0,4894.0,6529.0,7801.0,9070.0,8999.0,5447.0,4470.0,5125.0,4946.0,5859.0,6816.0,5700.0,3310.0,6316.0,9735.0,13489.0,8863.0,7034.0,4174.0,4595.0,4995.0,5897.0,4765.0,6460.0,5192.0,9445.0,8452.0,10666.0,10141.0,8421.0,5134.0,5947.0,6306.0,6523.0,5396.0,8885.0,6838.0,11053.0,10498.0,12467.0,12571.0,9124.0,7718.0,4922.0,7125.0,6893.0,5337.0,9210.0,7561.0,9518.0,12303.0,13832.0,13133.0,11839.0,9594.0,5899.0,7276.0,7464.0,6597.0,9785.0,7862.0,3743.0,2434.0,4497.0,8249.0,9516.0,6853.0,7107.0,6847.0,7641.0,6443.0,7766.0,6689.0,8984.0,10198.0,10850.0,13875.0,10586.0,6198.0,6612.0,6336.0,7165.0,5717.0
